timestamp,domain,server_contacted,rtt_ms
2025-10-28 07:13:46,default.exp-tas.com,192.48.79.30,161.74
2025-10-28 07:13:46,default.exp-tas.com,192.54.112.30,timeout
2025-10-28 07:13:46,default.exp-tas.com,192.31.80.30,timeout
2025-10-28 07:13:46,default.exp-tas.com,192.33.14.30,272.04
2025-10-28 07:13:46,default.exp-tas.com,192.35.51.30,170.76
2025-10-28 07:13:46,default.exp-tas.com,170.247.170.2,267.74
2025-10-28 07:13:46,default.exp-tas.com,192.5.6.30,106.07
2025-10-28 07:13:46,default.exp-tas.com,192.26.92.30,177.81
2025-10-28 07:13:46,default.exp-tas.com,192.12.94.30,177.89
2025-10-28 07:13:46,default.exp-tas.com,192.33.4.12,85.22
2025-10-28 07:13:46,default.exp-tas.com,192.55.83.30,161.52
2025-10-28 07:13:46,default.exp-tas.com,192.52.178.30,160.21
2025-10-28 07:13:46,default.exp-tas.com,192.43.172.30,169.40
2025-10-28 07:13:46,default.exp-tas.com,192.42.93.30,timeout
2025-10-28 07:13:46,default.exp-tas.com,199.7.91.13,43.52
2025-10-28 07:13:46,default.exp-tas.com,192.203.230.10,45.22
2025-10-28 07:13:46,default.exp-tas.com,192.5.5.241,timeout
2025-10-28 07:13:46,default.exp-tas.com,192.112.36.4,161.11
2025-10-28 07:13:46,default.exp-tas.com,198.97.190.53,349.52
2025-10-28 07:13:46,default.exp-tas.com,192.36.148.17,37.96
2025-10-28 07:13:46,default.exp-tas.com,192.58.128.30,timeout
2025-10-28 07:13:46,default.exp-tas.com,193.0.14.129,52.91
2025-10-28 07:13:46,default.exp-tas.com,199.7.83.42,timeout
2025-10-28 07:13:46,default.exp-tas.com,202.12.27.33,172.73
2025-10-28 07:14:10,default.exp-tas.com,198.41.0.4,164.36
2025-10-28 07:14:10,default.exp-tas.com,192.41.162.30,164.93
2025-10-28 07:14:10,default.exp-tas.com,150.171.10.35,41.77
2025-10-28 07:14:10,default.exp-tas.com,192.48.79.30,178.13
2025-10-28 07:14:10,default.exp-tas.com,192.54.112.30,timeout
2025-10-28 07:14:10,default.exp-tas.com,192.31.80.30,timeout
2025-10-28 07:14:10,default.exp-tas.com,192.33.14.30,270.37
2025-10-28 07:14:10,default.exp-tas.com,192.35.51.30,179.00
2025-10-28 07:14:10,default.exp-tas.com,170.247.170.2,270.24
2025-10-28 07:14:10,default.exp-tas.com,192.5.6.30,timeout
2025-10-28 07:14:10,default.exp-tas.com,192.26.92.30,176.96
2025-10-28 07:14:10,default.exp-tas.com,192.12.94.30,173.38
2025-10-28 07:14:10,default.exp-tas.com,192.33.4.12,104.29
2025-10-28 07:14:10,default.exp-tas.com,192.55.83.30,164.58
2025-10-28 07:14:10,default.exp-tas.com,192.52.178.30,163.99
2025-10-28 07:14:10,default.exp-tas.com,192.43.172.30,166.07
2025-10-28 07:14:10,default.exp-tas.com,192.42.93.30,timeout
2025-10-28 07:14:10,default.exp-tas.com,199.7.91.13,42.96
2025-10-28 07:14:10,default.exp-tas.com,192.203.230.10,51.00
2025-10-28 07:14:10,default.exp-tas.com,192.5.5.241,timeout
2025-10-28 07:14:10,default.exp-tas.com,192.112.36.4,146.77
2025-10-28 07:14:10,default.exp-tas.com,198.97.190.53,325.29
2025-10-28 07:14:10,default.exp-tas.com,192.36.148.17,33.91
2025-10-28 07:14:10,default.exp-tas.com,192.58.128.30,timeout
2025-10-28 07:14:10,default.exp-tas.com,193.0.14.129,66.42
2025-10-28 07:14:10,default.exp-tas.com,199.7.83.42,timeout
2025-10-28 07:14:10,default.exp-tas.com,202.12.27.33,297.42
2025-10-28 07:14:32,default.exp-tas.com,198.41.0.4,212.39
2025-10-28 07:14:32,default.exp-tas.com,192.41.162.30,281.53
2025-10-28 07:14:32,default.exp-tas.com,150.171.10.35,93.85
2025-10-28 07:14:32,default.exp-tas.com,192.48.79.30,218.65
2025-10-28 07:14:32,default.exp-tas.com,192.54.112.30,timeout
2025-10-28 07:14:32,default.exp-tas.com,192.31.80.30,timeout
2025-10-28 07:14:32,default.exp-tas.com,192.33.14.30,273.39
2025-10-28 07:14:32,default.exp-tas.com,192.35.51.30,173.61
2025-10-28 07:14:32,default.exp-tas.com,170.247.170.2,268.78
2025-10-28 07:14:32,default.exp-tas.com,192.5.6.30,150.39
2025-10-28 07:14:32,default.exp-tas.com,192.26.92.30,174.68
2025-10-28 07:14:32,default.exp-tas.com,192.12.94.30,175.31
2025-10-28 07:14:32,default.exp-tas.com,192.33.4.12,89.03
2025-10-28 07:14:32,default.exp-tas.com,192.55.83.30,152.95
2025-10-28 07:14:32,default.exp-tas.com,192.52.178.30,166.71
2025-10-28 07:14:32,default.exp-tas.com,192.43.172.30,169.34
2025-10-28 07:14:32,default.exp-tas.com,192.42.93.30,timeout
2025-10-28 07:14:32,default.exp-tas.com,199.7.91.13,41.98
2025-10-28 07:14:32,default.exp-tas.com,192.203.230.10,51.00
2025-10-28 07:14:32,default.exp-tas.com,192.5.5.241,timeout
2025-10-28 07:14:32,default.exp-tas.com,192.112.36.4,163.92
2025-10-28 07:14:32,default.exp-tas.com,198.97.190.53,380.81
2025-10-28 07:14:32,default.exp-tas.com,192.36.148.17,33.22
2025-10-28 07:14:32,default.exp-tas.com,192.58.128.30,timeout
2025-10-28 07:14:32,default.exp-tas.com,193.0.14.129,56.27
2025-10-28 07:14:32,default.exp-tas.com,199.7.83.42,timeout
2025-10-28 07:14:32,default.exp-tas.com,202.12.27.33,173.28
2025-10-28 07:14:53,default.exp-tas.com,198.41.0.4,152.91
2025-10-28 07:14:53,default.exp-tas.com,192.41.162.30,156.31
2025-10-28 07:14:53,default.exp-tas.com,150.171.10.35,33.00
2025-10-28 07:14:53,default.exp-tas.com,192.48.79.30,166.18
2025-10-28 07:14:53,default.exp-tas.com,192.54.112.30,timeout
2025-10-28 07:14:53,default.exp-tas.com,192.31.80.30,timeout
2025-10-28 07:14:53,default.exp-tas.com,192.33.14.30,270.73
2025-10-28 07:14:53,default.exp-tas.com,192.35.51.30,170.74
2025-10-28 07:14:53,default.exp-tas.com,170.247.170.2,271.11
2025-10-28 07:14:53,default.exp-tas.com,192.5.6.30,44.59
2025-10-28 07:14:53,default.exp-tas.com,192.26.92.30,172.64
2025-10-28 07:14:53,default.exp-tas.com,192.12.94.30,178.27
2025-10-28 07:14:53,default.exp-tas.com,192.33.4.12,87.30
2025-10-28 07:14:53,default.exp-tas.com,192.55.83.30,153.20
2025-10-28 07:14:53,default.exp-tas.com,192.52.178.30,153.97
2025-10-28 07:14:53,default.exp-tas.com,192.43.172.30,174.97
2025-10-28 07:14:53,default.exp-tas.com,192.42.93.30,timeout
2025-10-28 07:14:53,default.exp-tas.com,199.7.91.13,41.96
2025-10-28 07:14:53,default.exp-tas.com,192.203.230.10,47.98
2025-10-28 07:14:53,default.exp-tas.com,192.5.5.241,timeout
2025-10-28 07:14:53,default.exp-tas.com,192.112.36.4,159.98
2025-10-28 07:14:53,default.exp-tas.com,198.97.190.53,364.60
2025-10-28 07:14:53,default.exp-tas.com,192.36.148.17,39.39
2025-10-28 07:14:53,default.exp-tas.com,192.58.128.30,timeout
2025-10-28 07:14:53,default.exp-tas.com,193.0.14.129,69.10
2025-10-28 07:14:53,default.exp-tas.com,199.7.83.42,timeout
2025-10-28 07:14:53,default.exp-tas.com,202.12.27.33,171.40
